gene_symbol,human_ortholog,appears_in_cbioportal,appears_in_cbioportal_mutated_gene_universe
Grin2b,GRIN2B,TRUE,TRUE
Grin2c,GRIN2C,TRUE,TRUE
Grin2d,GRIN2D,TRUE,TRUE
Grip1,GRIP1,TRUE,TRUE
Grip2,GRIP2,TRUE,TRUE
Gripap1,GRIPAP1,TRUE,TRUE
Grk2,GRK2,TRUE,TRUE
Grk3,GRK3,TRUE,TRUE
Grm1,GRM1,TRUE,TRUE
Grm2,GRM2,TRUE,TRUE
Grm3,GRM3,TRUE,TRUE
Grm4,GRM4,TRUE,TRUE
Grm6,GRM6,TRUE,TRUE
Grm7,GRM7,TRUE,TRUE
Grm8,GRM8,TRUE,TRUE
Grpr,GRPR,TRUE,TRUE
Grwd1,GRWD1,TRUE,TRUE
Gsap,GSAP,TRUE,TRUE
Gsdma3,GSDMA,TRUE,TRUE
Gsdmc,GSDMC,TRUE,TRUE
Gsdmc3,GSDMC,TRUE,TRUE
Gsdmd,GSDMD,TRUE,TRUE
Gse1,GSE1,TRUE,TRUE
Gsg1l,GSG1L,TRUE,TRUE
Gsk3b,GSK3B,TRUE,TRUE
Gss,GSS,TRUE,TRUE
Gsta3,GSTA1,TRUE,TRUE
Gstk1,GSTK1,TRUE,TRUE
Gstm2,GSTM1,TRUE,TRUE
Gsto2,GSTO2,TRUE,TRUE
Gtdc1,GTDC1,FALSE,FALSE
Gtf2a1l,GTF2A1L,TRUE,TRUE
Gtf2h3,GTF2H3,TRUE,TRUE
Gtf2h4,GTF2H4,TRUE,TRUE
Gtf2i,GTF2I,TRUE,TRUE
Gtf3a,GTF3A,TRUE,TRUE
Gtf3c1,GTF3C1,TRUE,TRUE
Gtf3c5,GTF3C5,TRUE,TRUE
Gtpbp1,GTPBP1,TRUE,TRUE
Gtpbp2,GTPBP2,TRUE,TRUE
Gtpbp8,GTPBP8,TRUE,TRUE
Gucy2d,NA,FALSE,FALSE
Gucy2f,GUCY2F,TRUE,TRUE
Gucy2g,NA,FALSE,FALSE
Guk1,GUK1,TRUE,TRUE
Gulo,NA,FALSE,FALSE
Gykl1,GK,TRUE,TRUE
Gys1,GYS1,TRUE,TRUE
Gzma,GZMA,TRUE,TRUE
Gzmf,GZMH,TRUE,TRUE
H2-DMa,HLA-DMA,TRUE,TRUE
H2-M1,NA,FALSE,FALSE
H2-M10.4,HLA-B,TRUE,TRUE
H2-Oa,HLA-DOA,TRUE,TRUE
H2-Q1,HLA-A,TRUE,TRUE
H2ac15,H2AC8,TRUE,TRUE
H2ac21,H2AC21,TRUE,TRUE
H2al1n,H2AL3,TRUE,TRUE
H2ax,H2AX,TRUE,TRUE
H2bc1,H2BC1,TRUE,TRUE
H2bc13,H2BC13,TRUE,TRUE
H2bc18,H2BC18,TRUE,TRUE
H2bc21,H2BC11,TRUE,TRUE
H2bc3,H2BC3,TRUE,TRUE
H2bc9,NA,FALSE,FALSE
H4c1,H4C15,FALSE,FALSE
H60b,RAET1E,TRUE,TRUE
Habp2,HABP2,TRUE,TRUE
Hacd2,HACD2,TRUE,TRUE
Hace1,HACE1,TRUE,TRUE
Hacl1,HACL1,TRUE,TRUE
Hadha,HADHA,TRUE,TRUE
Hadhb,HADHB,TRUE,TRUE
Hamp2,HAMP,TRUE,TRUE
Hap1,HAP1,TRUE,TRUE
Hapln1,HAPLN1,TRUE,TRUE
Has1,HAS1,TRUE,TRUE
Has3,HAS3,TRUE,TRUE
Hat1,HAT1,TRUE,TRUE
Haus5,HAUS5,TRUE,TRUE
Hbb-bh1,HBE1,TRUE,TRUE
Hbb-bt,HBB,TRUE,TRUE
Hc,C5,TRUE,TRUE
Hcfc1,HCFC1,TRUE,TRUE
Hcn1,HCN1,TRUE,TRUE
Hcn2,HCN2,TRUE,TRUE
Hcn4,HCN4,TRUE,TRUE
Hcrtr2,HCRTR2,TRUE,TRUE
Hdac3,HDAC3,TRUE,TRUE
Hdac5,HDAC5,TRUE,TRUE
Hdac6,HDAC6,TRUE,TRUE
Hdac7,HDAC7,TRUE,TRUE
Hdac8,HDAC8,TRUE,TRUE
Hdc,HDC,TRUE,TRUE
Hdhd5,HDHD5,TRUE,TRUE
Hdlbp,HDLBP,TRUE,TRUE
Heatr5a,HEATR5A,TRUE,TRUE
Heatr6,HEATR6,TRUE,TRUE
Hectd1,HECTD1,TRUE,TRUE
Hectd4,HECTD4,TRUE,TRUE
Helb,HELB,TRUE,TRUE
Helz,HELZ,TRUE,TRUE
Helz2,HELZ2,TRUE,TRUE
Heph,HEPH,TRUE,TRUE
Herc1,HERC1,TRUE,TRUE
Herc2,HERC2,TRUE,TRUE
Herc4,HERC4,TRUE,TRUE
Herc6,HERC6,TRUE,TRUE
Hes1,HES1,TRUE,TRUE
Hes3,HES3,TRUE,TRUE
Hes6,HES6,TRUE,TRUE
Hey1,HEY1,TRUE,TRUE
Hgsnat,HGSNAT,TRUE,TRUE
Hhat,HHAT,TRUE,TRUE
Hhipl1,HHIPL1,TRUE,TRUE
Hip1,HIP1,TRUE,TRUE
Hipk1,HIPK1,TRUE,TRUE
Hipk2,HIPK2,TRUE,TRUE
Hipk3,HIPK3,TRUE,TRUE
Hirip3,HIRIP3,TRUE,TRUE
Hist1h2an,NA,FALSE,FALSE
Hist1h2bp,NA,FALSE,FALSE
Hivep3,HIVEP3,TRUE,TRUE
Hjurp,HJURP,TRUE,TRUE
Hk2,HK2,TRUE,TRUE
Hmbox1,HMBOX1,TRUE,TRUE
Hmbs,HMBS,TRUE,TRUE
Hmcn1,HMCN1,TRUE,TRUE
Hmcn2,HMCN2,TRUE,TRUE
Hmg20b,HMG20B,TRUE,TRUE
Hmgcr,HMGCR,TRUE,TRUE
Hmgn5,HMGN5,TRUE,TRUE
Hmgxb3,HMGXB3,TRUE,TRUE
Hmmr,HMMR,TRUE,TRUE
Hmox2,HMOX2,TRUE,TRUE
Hnf1b,HNF1B,TRUE,TRUE
Hnrnpd,HNRNPD,TRUE,TRUE
Hnrnph2,HNRNPH2,TRUE,TRUE
Hnrnph3,HNRNPH3,TRUE,TRUE
Hnrnpl,HNRNPL,TRUE,TRUE
Hnrnpm,HNRNPM,TRUE,TRUE
Hnrnpu,HNRNPU,TRUE,TRUE
Hnrnpul1,HNRNPUL1,TRUE,TRUE
Hook2,HOOK2,TRUE,TRUE
Hook3,HOOK3,TRUE,TRUE
Hoxa1,HOXA1,TRUE,TRUE
Hoxa3,HOXA3,TRUE,TRUE
Hoxa7,HOXA7,TRUE,TRUE
Hp,HP,TRUE,TRUE
Hp1bp3,HP1BP3,TRUE,TRUE
Hps3,HPS3,TRUE,TRUE
Hpse2,HPSE2,TRUE,TRUE
Hras,HRAS,TRUE,TRUE
Hrg,HRG,TRUE,TRUE
Hrh2,HRH2,TRUE,TRUE
Hrnr,HRNR,TRUE,TRUE
Hs3st4,HS3ST4,TRUE,TRUE
Hsd17b10,HSD17B10,TRUE,TRUE
Hsd17b3,HSD17B3,TRUE,TRUE
Hsd17b7,HSD17B7,TRUE,TRUE
Hsd3b1,HSD3B1,TRUE,TRUE
Hsd3b5,HSD3B1,TRUE,TRUE
Hsf2,HSF2,TRUE,TRUE
Hsp90ab1,HSP90AB1,TRUE,TRUE
Hsp90b1,HSP90B1,TRUE,TRUE
Hspa12a,HSPA12A,TRUE,TRUE
Hspa12b,HSPA12B,TRUE,TRUE
Hspa14,HSPA14,TRUE,TRUE
Hspa5,HSPA5,TRUE,TRUE
Hspa9,HSPA9,TRUE,TRUE
Hspd1,HSPD1,TRUE,TRUE
Hspg2,HSPG2,TRUE,TRUE
Hsph1,HSPH1,TRUE,TRUE
Htatip2,HTATIP2,TRUE,TRUE
Htatsf1,HTATSF1,TRUE,TRUE
Htr1b,HTR1B,TRUE,TRUE
Htr2b,HTR2B,TRUE,TRUE
Htr3a,HTR3A,TRUE,TRUE
Htr3b,HTR3B,TRUE,TRUE
Htr4,HTR4,TRUE,TRUE
Htr5a,HTR5A,TRUE,TRUE
Htr6,HTR6,TRUE,TRUE
Htra2,HTRA2,TRUE,TRUE
Htra3,HTRA3,TRUE,TRUE
Htt,HTT,TRUE,TRUE
Hus1b,HUS1B,TRUE,TRUE
Huwe1,HUWE1,TRUE,TRUE
Hyal5,SPAM1,TRUE,TRUE
Hydin,HYDIN,TRUE,TRUE
Hyou1,HYOU1,TRUE,TRUE
Iba57,IBA57,TRUE,TRUE
Ibsp,IBSP,TRUE,TRUE
Ica1,ICA1,TRUE,TRUE
Icam1,ICAM1,TRUE,TRUE
Icam2,ICAM2,TRUE,TRUE
Ice1,ICE1,TRUE,TRUE
Ide,IDE,TRUE,TRUE
Idh2,IDH2,TRUE,TRUE
Idh3g,IDH3G,TRUE,TRUE
Ifi203,IFI16,TRUE,TRUE
Ifi207,IFI16,TRUE,TRUE
Ifih1,IFIH1,TRUE,TRUE
Ifna16,IFNA1,TRUE,TRUE
Ifnar1,IFNAR1,TRUE,TRUE
Ifne,IFNE,TRUE,TRUE
Ifng,IFNG,TRUE,TRUE
Ifnl2,IFNL1,TRUE,TRUE
Ift43,IFT43,TRUE,TRUE
Ift80,IFT80,TRUE,TRUE
Igbp1,IGBP1,TRUE,TRUE
Igbp1b,IGBP1,TRUE,TRUE
Igdcc4,IGDCC4,TRUE,TRUE
Igf1r,IGF1R,TRUE,TRUE
Igf2r,IGF2R,TRUE,TRUE
Igfbp4,IGFBP4,TRUE,TRUE
Igflr1,IGFLR1,TRUE,TRUE
Ighd,NA,FALSE,FALSE
Ighe,IGHE,FALSE,FALSE
Ighg3,IGHG1,TRUE,TRUE
Ighmbp2,IGHMBP2,TRUE,TRUE
Ighv1-18,IGHV1-18,FALSE,FALSE
Ighv1-20,IGHV1-18,FALSE,FALSE
Ighv1-22,IGHV1-18,FALSE,FALSE
Ighv1-31,IGHV1-18,FALSE,FALSE
Ighv1-36,IGHV1-18,FALSE,FALSE
Ighv1-43,IGHV1-18,FALSE,FALSE
Ighv1-63,IGHV1-18,FALSE,FALSE
Ighv1-64,IGHV1-18,FALSE,FALSE
Ighv1-80,IGHV1-18,FALSE,FALSE
Ighv1-82,IGHV1-18,FALSE,FALSE
Ighv2-3,NA,FALSE,FALSE
Ighv2-9-1,NA,FALSE,FALSE
Ighv3-1,IGHV4-28,FALSE,FALSE
Ighv3-4,IGHV4-28,FALSE,FALSE
Ighv3-8,IGHV4-28,FALSE,FALSE
Ighv6-7,IGHV3-72,FALSE,FALSE
Ighv7-1,IGHV3-72,FALSE,FALSE
Ighv7-3,IGHV3-72,FALSE,FALSE
Igkv10-96,IGKV1-27,FALSE,FALSE
Igkv12-46,IGKV1-39,FALSE,FALSE
Igkv13-85,IGKV1-12,FALSE,FALSE
Igkv14-111,IGKV1-16,FALSE,FALSE
Igkv17-127,IGKV5-2,FALSE,FALSE
Igkv3-2,NA,FALSE,FALSE
Igkv3-5,NA,FALSE,FALSE
Igkv4-51,NA,FALSE,FALSE
Igkv4-55,NA,FALSE,FALSE
Igkv4-59,NA,FALSE,FALSE
Igkv4-61,NA,FALSE,FALSE
Igkv4-86,NA,FALSE,FALSE
Igkv8-21,IGKV4-1,FALSE,FALSE
Igkv8-26,IGKV4-1,FALSE,FALSE
Iglon5,IGLON5,TRUE,TRUE
Igsf1,IGSF1,TRUE,TRUE
Igsf10,IGSF10,TRUE,TRUE
Igsf3,IGSF3,TRUE,TRUE
Igsf5,IGSF5,TRUE,TRUE
Ikbkb,IKBKB,TRUE,TRUE
Ikbkg,IKBKG,TRUE,TRUE
Ikzf4,IKZF4,TRUE,TRUE
Il10ra,IL10RA,TRUE,TRUE
Il17f,IL17F,TRUE,TRUE
Il17rb,IL17RB,TRUE,TRUE
Il18r1,IL18R1,TRUE,TRUE
Il18rap,IL18RAP,TRUE,TRUE
Il1rap,IL1RAP,TRUE,TRUE
Il1rapl1,IL1RAPL1,TRUE,TRUE
Il1rapl2,IL1RAPL2,TRUE,TRUE
Il20ra,IL20RA,TRUE,TRUE
Il21r,IL21R,TRUE,TRUE
Il24,IL24,TRUE,TRUE
Il2rb,IL2RB,TRUE,TRUE
Il6ra,IL6R,TRUE,TRUE
Ildr2,ILDR2,TRUE,TRUE
Ilf3,ILF3,TRUE,TRUE
Imp4,IMP4,TRUE,TRUE
Impa2,IMPA2,TRUE,TRUE
Incenp,INCENP,TRUE,TRUE
Ing4,ING4,TRUE,TRUE
Inhbc,INHBC,TRUE,TRUE
Ino80,INO80,TRUE,TRUE
Inpp4a,INPP4A,TRUE,TRUE
Inpp4b,INPP4B,TRUE,TRUE
Inpp5a,INPP5A,TRUE,TRUE
Inpp5b,INPP5B,TRUE,TRUE
Inpp5d,INPP5D,TRUE,TRUE
Inpp5f,INPP5F,TRUE,TRUE
Insrr,INSRR,TRUE,TRUE
Insyn1,INSYN1,TRUE,TRUE
Ints11,INTS11,TRUE,TRUE
Ints2,INTS2,TRUE,TRUE
Ints6,INTS6,TRUE,TRUE
Ints9,INTS9,TRUE,TRUE
Intu,INTU,TRUE,TRUE
Invs,INVS,TRUE,TRUE
Ip6k2,IP6K2,TRUE,TRUE
Ip6k3,IP6K3,TRUE,TRUE
Ipcef1,IPCEF1,TRUE,TRUE
Ippk,IPPK,TRUE,TRUE
Iqca,IQCA1,FALSE,FALSE
Iqch,IQCH,TRUE,TRUE
Iqgap1,IQGAP1,TRUE,TRUE
Iqsec1,IQSEC1,TRUE,TRUE
Iqsec2,IQSEC2,TRUE,TRUE
Irf6,IRF6,TRUE,TRUE
Irs2,IRS2,TRUE,TRUE
Irx3,IRX3,TRUE,TRUE
Irx4,IRX4,TRUE,TRUE
Irx5,IRX5,TRUE,TRUE
Irx6,IRX6,TRUE,TRUE
Isoc2a,ISOC2,TRUE,TRUE
Isoc2b,ISOC2,TRUE,TRUE
Isx,ISX,TRUE,TRUE
Isy1,ISY1,TRUE,TRUE
Isyna1,ISYNA1,TRUE,TRUE
Itfg1,ITFG1,TRUE,TRUE
Itfg2,ITFG2,TRUE,TRUE
Itga11,ITGA11,TRUE,TRUE
Itga4,ITGA4,TRUE,TRUE
Itga8,ITGA8,TRUE,TRUE
Itga9,ITGA9,TRUE,TRUE
Itgae,ITGAE,TRUE,TRUE
Itgam,ITGAM,TRUE,TRUE
Itgax,ITGAX,TRUE,TRUE
Itgb2,ITGB2,TRUE,TRUE
Itgb4,ITGB4,TRUE,TRUE
Itgb5,ITGB5,TRUE,TRUE
Itgb7,ITGB7,TRUE,TRUE
Itih1,ITIH1,TRUE,TRUE
Itih4,ITIH4,TRUE,TRUE
Itih5,ITIH5,TRUE,TRUE
Itm2c,ITM2C,TRUE,TRUE
Itpka,ITPKA,TRUE,TRUE
Itpkc,ITPKC,TRUE,TRUE
Itpr1,ITPR1,TRUE,TRUE
Itpr2,ITPR2,TRUE,TRUE
Itpr3,ITPR3,TRUE,TRUE
Itsn2,ITSN2,TRUE,TRUE
Ivd,IVD,TRUE,TRUE
Izumo2,IZUMO2,TRUE,TRUE
Jade2,JADE2,TRUE,TRUE
Jag1,JAG1,TRUE,TRUE
Jag2,JAG2,TRUE,TRUE
Jak1,JAK1,TRUE,TRUE
Jakmip2,JAKMIP2,TRUE,TRUE
Jaml,JAML,TRUE,TRUE
Jmjd1c,JMJD1C,TRUE,TRUE
Jph1,JPH1,TRUE,TRUE
Jph4,JPH4,TRUE,TRUE
Kalrn,KALRN,TRUE,TRUE
Kank1,KANK1,TRUE,TRUE
Kank2,KANK2,TRUE,TRUE
Kars,KARS1,TRUE,TRUE
Kat2a,KAT2A,TRUE,TRUE
Kat6b,KAT6B,TRUE,TRUE
Katnal1,KATNAL1,TRUE,TRUE
Katnal2,KATNAL2,TRUE,TRUE
Kbtbd13,KBTBD13,TRUE,TRUE
Kbtbd6,KBTBD6,TRUE,TRUE
Kbtbd7,KBTBD6,TRUE,TRUE
Kcna1,KCNA1,TRUE,TRUE
Kcna10,KCNA10,TRUE,TRUE
Kcna4,KCNA4,TRUE,TRUE
Kcna7,KCNA7,TRUE,TRUE
Kcnc1,KCNC1,TRUE,TRUE
Kcnd1,KCND1,TRUE,TRUE
Kcnd2,KCND2,TRUE,TRUE
Kcnd3,KCND3,TRUE,TRUE
Kcne3,KCNE3,TRUE,TRUE
Kcnh2,KCNH2,TRUE,TRUE
Kcnh4,KCNH4,TRUE,TRUE
Kcnh5,KCNH5,TRUE,TRUE
Kcnh6,KCNH6,TRUE,TRUE
Kcnh7,KCNH7,TRUE,TRUE
Kcnh8,KCNH8,TRUE,TRUE
Kcnj10,KCNJ10,TRUE,TRUE
Kcnj11,KCNJ11,TRUE,TRUE
Kcnj12,KCNJ12,TRUE,TRUE
Kcnj13,KCNJ13,TRUE,TRUE
Kcnj2,KCNJ2,TRUE,TRUE
Kcnk2,KCNK2,TRUE,TRUE
Kcnk3,KCNK3,TRUE,TRUE
Kcnk5,KCNK5,TRUE,TRUE
Kcnn4,KCNN4,TRUE,TRUE
Kcnq5,KCNQ5,TRUE,TRUE
Kcnrg,KCNRG,TRUE,TRUE
Kcns1,KCNS1,TRUE,TRUE
Kcns3,KCNS3,TRUE,TRUE
Kcnt2,KCNT2,TRUE,TRUE
Kcnu1,KCNU1,TRUE,TRUE
Kcp,KCP,TRUE,TRUE
Kctd1,KCTD1,TRUE,TRUE
Kctd11,KCTD11,TRUE,TRUE
Kctd12b,KCTD12,FALSE,FALSE
Kctd15,KCTD15,TRUE,TRUE
Kctd17,KCTD17,TRUE,TRUE
Kctd19,KCTD19,TRUE,TRUE
Kctd5,KCTD5,TRUE,TRUE
Kctd6,KCTD6,TRUE,TRUE
Kctd7,KCTD7,TRUE,TRUE
Kctd8,KCTD8,TRUE,TRUE
Kdm2a,KDM2A,TRUE,TRUE
Kdm2b,KDM2B,TRUE,TRUE
Kdm4a,KDM4A,TRUE,TRUE
Kdm4c,KDM4C,TRUE,TRUE
Kdm5a,KDM5A,TRUE,TRUE
Kdm5b,KDM5B,TRUE,TRUE
Kdm5c,KDM5C,TRUE,TRUE
Kdm6a,KDM6A,TRUE,TRUE
Kdm6b,KDM6B,TRUE,TRUE
Kdr,KDR,TRUE,TRUE
Keap1,KEAP1,TRUE,TRUE
Kel,KEL,TRUE,TRUE
Kera,KERA,TRUE,TRUE
Khdc4,KHDC4,TRUE,TRUE
Khdrbs1,KHDRBS1,TRUE,TRUE
Khk,KHK,TRUE,TRUE
Khsrp,KHSRP,TRUE,TRUE
Kif11,KIF11,TRUE,TRUE
Kif12,KIF12,TRUE,TRUE
Kif13a,KIF13A,TRUE,TRUE
Kif13b,KIF13B,TRUE,TRUE
Kif14,KIF14,TRUE,TRUE
Kif18a,KIF18A,TRUE,TRUE
Kif19a,KIF19,TRUE,TRUE
Kif1a,KIF1A,TRUE,TRUE
Kif1b,KIF1B,TRUE,TRUE
Kif1c,KIF1C,TRUE,TRUE
Kif20a,KIF20A,TRUE,TRUE
Kif21a,KIF21A,TRUE,TRUE
Kif21b,KIF21B,TRUE,TRUE
Kif26a,KIF26A,TRUE,TRUE
Kif26b,KIF26B,TRUE,TRUE
Kif3b,KIF3B,TRUE,TRUE
Kif5a,KIF5A,TRUE,TRUE
Kif5c,KIF5C,TRUE,TRUE
Kif7,KIF7,TRUE,TRUE
Kifbp,KIFBP,TRUE,TRUE
Kifc3,KIFC3,TRUE,TRUE
Kifc5b,KIFC1,TRUE,TRUE
Kir3dl2,KIR2DL1,TRUE,TRUE
Kirrel,KIRREL1,TRUE,TRUE
Kirrel2,KIRREL2,TRUE,TRUE
Kit,KIT,TRUE,TRUE
Kiz,KIZ,TRUE,TRUE
Klb,KLB,TRUE,TRUE
Klf15,KLF15,TRUE,TRUE
Klf17,KLF17,TRUE,TRUE
Klf2,KLF2,TRUE,TRUE
Klf9,KLF9,TRUE,TRUE
Klhdc10,KLHDC10,TRUE,TRUE
Klhdc4,KLHDC4,TRUE,TRUE
Klhdc8b,KLHDC8B,TRUE,TRUE
Klhdc9,KLHDC9,TRUE,TRUE
Klhl12,KLHL12,TRUE,TRUE
Klhl13,KLHL13,TRUE,TRUE
Klhl2,KLHL2,TRUE,TRUE
Klhl22,KLHL22,TRUE,TRUE
Klhl25,KLHL25,TRUE,TRUE
Klhl26,KLHL26,TRUE,TRUE
Klhl30,KLHL30,TRUE,TRUE
Klhl31,KLHL31,TRUE,TRUE
Klhl38,KLHL38,TRUE,TRUE
Klhl4,KLHL4,TRUE,TRUE
Klhl40,KLHL40,TRUE,TRUE
Klhl41,KLHL41,TRUE,TRUE
Klk12,KLK12,TRUE,TRUE
Klk15,KLK15,TRUE,TRUE
Klk1b22,KLK1,TRUE,TRUE
Klk1b24,KLK1,TRUE,TRUE
Klk1b26,KLK1,TRUE,TRUE
Klk4,KLK4,TRUE,TRUE
Klk5,KLK5,TRUE,TRUE
Klk9,KLK9,TRUE,TRUE
Klrc2,KLRC1,TRUE,TRUE
Klrc3,KLRC1,TRUE,TRUE
Klrd1,KLRD1,TRUE,TRUE
Kmt2a,KMT2A,TRUE,TRUE
Kmt2b,KMT2B,TRUE,TRUE
Kmt2c,KMT2C,TRUE,TRUE
Kmt2d,KMT2D,TRUE,TRUE
Kmt2e,KMT2E,TRUE,TRUE
Kndc1,KNDC1,TRUE,TRUE
Kng1,KNG1,TRUE,TRUE
Knl1,KNL1,TRUE,TRUE
Kpna6,KPNA6,TRUE,TRUE
Kprp,KPRP,TRUE,TRUE
Kras,KRAS,TRUE,TRUE
Krba1,KRBA1,FALSE,FALSE
Kremen1,KREMEN1,TRUE,TRUE
Kremen2,KREMEN2,TRUE,TRUE
Krit1,KRIT1,TRUE,TRUE
Krt10,KRT10,TRUE,TRUE
Krt14,KRT14,TRUE,TRUE
Krt2,KRT2,TRUE,TRUE
Krt26,KRT26,TRUE,TRUE
Krt28,KRT28,TRUE,TRUE
Krt33a,KRT31,TRUE,TRUE
Krt34,KRT31,TRUE,TRUE
Krt4,KRT4,TRUE,TRUE
Krt40,KRT40,TRUE,TRUE
Krt6a,KRT6A,TRUE,TRUE
Krt71,KRT71,TRUE,TRUE
Krt72,KRT72,TRUE,TRUE
Krt73,KRT73,TRUE,TRUE
Krt78,KRT78,TRUE,TRUE
Krt8,KRT8,TRUE,TRUE
Krt81,KRT81,TRUE,TRUE
Krt82,KRT82,TRUE,TRUE
Krt84,KRT84,TRUE,TRUE
Krt86,KRT81,TRUE,TRUE
Krt90,KRT5,TRUE,TRUE
Krtap1-3,KRTAP1-1,TRUE,TRUE
Krtap10-10,KRTAP10-11,TRUE,TRUE
Krtap10-4,KRTAP10-11,TRUE,TRUE
Krtap13,KRTAP13-1,TRUE,TRUE
Krtap16-1,KRTAP16-1,TRUE,TRUE
Krtap19-1,KRTAP19-3,TRUE,TRUE
Krtap19-3,KRTAP19-3,TRUE,TRUE
Krtap21-1,LOC647264,FALSE,FALSE
Krtap24-1,KRTAP24-1,TRUE,TRUE
Krtap4-1,KRTAP4-3,TRUE,TRUE
Krtap4-13,KRTAP4-3,TRUE,TRUE
Krtap4-16,KRTAP4-1,TRUE,TRUE
Krtap4-2,KRTAP4-3,TRUE,TRUE
Krtap4-6,KRTAP4-3,TRUE,TRUE
Krtap4-7,KRTAP4-11,TRUE,TRUE
Krtap4-8,KRTAP4-3,TRUE,TRUE
Krtap4-9,KRTAP4-3,TRUE,TRUE
Krtap5-2,KRTAP5-2,TRUE,TRUE
Krtap5-3,NA,FALSE,FALSE
Krtap5-5,KRTAP5-2,TRUE,TRUE
Krtap9-1,KRTAP9-2,TRUE,TRUE
Krtap9-3,KRTAP1-1,TRUE,TRUE
Krtap9-5,KRTAP9-1,TRUE,TRUE
Ksr1,KSR1,TRUE,TRUE
Ksr2,KSR2,TRUE,TRUE
Ky,KY,TRUE,TRUE
L3mbtl2,L3MBTL2,TRUE,TRUE
L3mbtl3,L3MBTL3,TRUE,TRUE
Lama1,LAMA1,TRUE,TRUE
Lama2,LAMA2,TRUE,TRUE
Lama3,LAMA3,TRUE,TRUE
Lama4,LAMA4,TRUE,TRUE
Lama5,LAMA5,TRUE,TRUE
Lamb1,LAMB1,TRUE,TRUE
Lamb2,LAMB2,TRUE,TRUE
Lamc3,LAMC3,TRUE,TRUE
Lamp2,LAMP2,FALSE,FALSE
Lancl3,LANCL3,TRUE,TRUE
Laptm5,LAPTM5,TRUE,TRUE
Large1,LARGE1,TRUE,TRUE
Larp4,LARP4,TRUE,TRUE
Larp4b,LARP4B,TRUE,TRUE
Las1l,LAS1L,TRUE,TRUE
Lat,LAT,TRUE,TRUE
Lats1,LATS1,TRUE,TRUE
Lax1,LAX1,TRUE,TRUE
Lbhd2,LBHD2,TRUE,TRUE
Lbp,LBP,TRUE,TRUE
Lce1c,NA,FALSE,FALSE
Lce1i,NA,FALSE,FALSE
Lce6a,LCE6A,TRUE,TRUE
Lcmt2,LCMT2,TRUE,TRUE
Lcn10,LCN10,TRUE,TRUE
Lct,LCT,TRUE,TRUE
Ldb1,LDB1,TRUE,TRUE
Ldb3,LDB3,TRUE,TRUE
Ldc1,NA,FALSE,FALSE
Ldhb,LDHB,TRUE,TRUE
Ldhc,LDHC,TRUE,TRUE
Ldlr,LDLR,TRUE,TRUE
Ldlrad1,LDLRAD1,TRUE,TRUE
Lfng,LFNG,TRUE,TRUE
Lgi3,LGI3,TRUE,TRUE
Lgr6,LGR6,TRUE,TRUE
Lhcgr,LHCGR,TRUE,TRUE
Lhx2,LHX2,TRUE,TRUE
Lhx9,LHX9,TRUE,TRUE
Lilra6,LILRA1,TRUE,TRUE
Lilrb4a,LILRB4,TRUE,TRUE
Lim2,LIM2,TRUE,TRUE
Limk1,LIMK1,TRUE,TRUE
Lin28b,LIN28B,TRUE,TRUE
Lin54,LIN54,TRUE,TRUE
Lingo3,LINGO3,TRUE,TRUE
Lins1,LINS1,TRUE,TRUE
Lipa,LIPA,TRUE,TRUE
Lipc,LIPC,TRUE,TRUE
Lipe,LIPE,TRUE,TRUE
Lipn,LIPN,TRUE,TRUE
Lkaaear1,LKAAEAR1,TRUE,TRUE
Lmbr1l,LMBR1L,TRUE,TRUE
Lmbrd1,LMBRD1,TRUE,TRUE
Lmf1,LMF1,TRUE,TRUE
Lmnb1,LMNB1,TRUE,TRUE
Lmntd2,LMNTD2,TRUE,TRUE
Lmod1,LMOD1,TRUE,TRUE
Lmtk2,LMTK2,TRUE,TRUE
Lmtk3,LMTK3,TRUE,TRUE
Lmx1a,LMX1A,TRUE,TRUE
Lonrf2,LONRF2,TRUE,TRUE
Lonrf3,LONRF3,TRUE,TRUE
Lox,LOX,TRUE,TRUE
Loxhd1,LOXHD1,TRUE,TRUE
Lpcat1,LPCAT1,TRUE,TRUE
Lpcat4,LPCAT4,TRUE,TRUE
Lpgat1,LPGAT1,TRUE,TRUE
Lpin2,LPIN2,TRUE,TRUE
Lpin3,LPIN3,TRUE,TRUE
Lpl,LPL,TRUE,TRUE
Lpo,LPO,TRUE,TRUE
Lpxn,LPXN,TRUE,TRUE
Lrba,LRBA,TRUE,TRUE
Lrch1,LRCH1,TRUE,TRUE
Lrch2,LRCH2,TRUE,TRUE
Lrfn5,LRFN5,TRUE,TRUE
Lrg1,LRG1,TRUE,TRUE
Lrig1,LRIG1,TRUE,TRUE
Lrig3,LRIG3,TRUE,TRUE
Lrit1,LRIT1,TRUE,TRUE
Lrit2,LRIT2,TRUE,TRUE
Lrp1,LRP1,TRUE,TRUE
Lrp10,LRP10,TRUE,TRUE
Lrp11,LRP11,TRUE,TRUE
Lrp12,LRP12,TRUE,TRUE
Lrp1b,LRP1B,TRUE,TRUE
Lrp2,LRP2,TRUE,TRUE
Lrp4,LRP4,TRUE,TRUE
Lrp5,LRP5,TRUE,TRUE
Lrp6,LRP6,TRUE,TRUE
Lrp8,LRP8,TRUE,TRUE
Lrpap1,LRPAP1,TRUE,TRUE
