gene_symbol,gene_id,protein_id,gene_length_bp,n_mutations,is_candidate,candidate_group,gene_class
Thsd7a,ENSMUSG00000032625,ENSMUSP00000113681,4941,1,FALSE,NA,Other genes
Thsd7b,ENSMUSG00000042581,ENSMUSP00000073220,4824,1,FALSE,NA,Other genes
Thtpa,ENSMUSG00000045691,ENSMUSP00000056026,675,1,FALSE,NA,Other genes
Thumpd2,ENSMUSG00000024246,ENSMUSP00000025093,1587,1,FALSE,NA,Other genes
Thy1,ENSMUSG00000032011,ENSMUSP00000110489,489,1,FALSE,NA,Other genes
Tiam1,ENSMUSG00000002489,ENSMUSP00000132137,4776,2,FALSE,NA,Other genes
Tiam2,ENSMUSG00000023800,ENSMUSP00000125842,5148,2,FALSE,NA,Other genes
Timd2,ENSMUSG00000040413,ENSMUSP00000104848,918,1,FALSE,NA,Other genes
Timeless,ENSMUSG00000039994,ENSMUSP00000058021,3594,3,FALSE,NA,Other genes
Timm50,ENSMUSG00000003438,ENSMUSP00000080614,1062,1,FALSE,NA,Other genes
Timmdc1,ENSMUSG00000002846,ENSMUSP00000002925,858,1,FALSE,NA,Other genes
Tjp1,ENSMUSG00000030516,ENSMUSP00000099652,5238,1,FALSE,NA,Other genes
Tktl1,ENSMUSG00000031397,ENSMUSP00000010127,1788,1,FALSE,NA,Other genes
Tle4,ENSMUSG00000024642,ENSMUSP00000057527,2322,1,FALSE,NA,Other genes
Tll1,ENSMUSG00000053626,ENSMUSP00000070560,3042,1,FALSE,NA,Other genes
Tln1,ENSMUSG00000028465,ENSMUSP00000030187,7626,5,FALSE,NA,Other genes
Tln2,ENSMUSG00000052698,ENSMUSP00000148901,7635,2,FALSE,NA,Other genes
Tlr11,ENSMUSG00000051969,ENSMUSP00000138814,2796,3,FALSE,NA,Other genes
Tlr9,ENSMUSG00000045322,ENSMUSP00000082207,3099,1,FALSE,NA,Other genes
Tm4sf1,ENSMUSG00000027800,ENSMUSP00000143652,609,2,FALSE,NA,Other genes
Tm4sf4,ENSMUSG00000027801,ENSMUSP00000029377,609,1,FALSE,NA,Other genes
Tmbim7,ENSMUSG00000014529,ENSMUSP00000014673,909,1,FALSE,NA,Other genes
Tmc2,ENSMUSG00000060332,ENSMUSP00000077139,2667,2,FALSE,NA,Other genes
Tmc3,ENSMUSG00000038540,ENSMUSP00000046028,3393,1,FALSE,NA,Other genes
Tmc4,ENSMUSG00000019734,ENSMUSP00000043853,2085,1,FALSE,NA,Other genes
Tmcc2,ENSMUSG00000042066,ENSMUSP00000038369,2121,1,FALSE,NA,Other genes
Tmco5,ENSMUSG00000027355,ENSMUSP00000028834,912,1,FALSE,NA,Other genes
Tmed3,ENSMUSG00000032353,ENSMUSP00000058723,666,1,FALSE,NA,Other genes
Tmed9,ENSMUSG00000058569,ENSMUSP00000105531,708,1,FALSE,NA,Other genes
Tmeff1,ENSMUSG00000028347,ENSMUSP00000030032,1119,1,FALSE,NA,Other genes
Tmem104,ENSMUSG00000045980,ENSMUSP00000056805,1491,1,FALSE,NA,Other genes
Tmem120a,ENSMUSG00000039886,ENSMUSP00000045252,1032,1,FALSE,NA,Other genes
Tmem120b,ENSMUSG00000054434,ENSMUSP00000068551,1020,1,FALSE,NA,Other genes
Tmem130,ENSMUSG00000043388,ENSMUSP00000061100,1260,1,FALSE,NA,Other genes
Tmem131,ENSMUSG00000026116,ENSMUSP00000142307,5634,1,FALSE,NA,Other genes
Tmem131l,ENSMUSG00000033767,ENSMUSP00000141438,4794,1,FALSE,NA,Other genes
Tmem145,ENSMUSG00000043843,ENSMUSP00000159059,1815,1,FALSE,NA,Other genes
Tmem150c,ENSMUSG00000050640,ENSMUSP00000057116,750,1,FALSE,NA,Other genes
Tmem159,ENSMUSG00000030917,ENSMUSP00000033210,486,2,FALSE,NA,Other genes
Tmem163,ENSMUSG00000026347,ENSMUSP00000027585,867,1,FALSE,NA,Other genes
Tmem175,ENSMUSG00000013495,ENSMUSP00000068607,1500,1,FALSE,NA,Other genes
Tmem176a,ENSMUSG00000023367,ENSMUSP00000098969,735,1,FALSE,NA,Other genes
Tmem178b,ENSMUSG00000057716,ENSMUSP00000159180,885,2,FALSE,NA,Other genes
Tmem179b,ENSMUSG00000118346,ENSMUSP00000010249,660,1,FALSE,NA,Other genes
Tmem201,ENSMUSG00000044700,ENSMUSP00000101312,1995,1,FALSE,NA,Other genes
Tmem211,ENSMUSG00000066964,ENSMUSP00000083808,588,1,FALSE,NA,Other genes
Tmem214,ENSMUSG00000038828,ENSMUSP00000144615,2064,1,FALSE,NA,Other genes
Tmem219,ENSMUSG00000060538,ENSMUSP00000113647,819,1,FALSE,NA,Other genes
Tmem229a,ENSMUSG00000048022,ENSMUSP00000116234,1116,1,FALSE,NA,Other genes
Tmem237,ENSMUSG00000038079,ENSMUSP00000139823,1284,2,FALSE,NA,Other genes
Tmem260,ENSMUSG00000036339,ENSMUSP00000154083,2139,1,FALSE,NA,Other genes
Tmem268,ENSMUSG00000045917,ENSMUSP00000076891,1029,1,FALSE,NA,Other genes
Tmem270,ENSMUSG00000040576,ENSMUSP00000144496,795,1,FALSE,NA,Other genes
Tmem29,ENSMUSG00000041353,ENSMUSP00000053632,615,1,FALSE,NA,Other genes
Tmem39a,ENSMUSG00000002845,ENSMUSP00000132515,1461,1,FALSE,NA,Other genes
Tmem39b,ENSMUSG00000053730,ENSMUSP00000099648,1479,1,FALSE,NA,Other genes
Tmem41a,ENSMUSG00000022856,ENSMUSP00000023562,795,1,FALSE,NA,Other genes
Tmem43,ENSMUSG00000030095,ENSMUSP00000032183,1203,1,FALSE,NA,Other genes
Tmem54,ENSMUSG00000028786,ENSMUSP00000101679,660,1,FALSE,NA,Other genes
Tmem63b,ENSMUSG00000036026,ENSMUSP00000109151,2499,2,FALSE,NA,Other genes
Tmem8b,ENSMUSG00000078716,ENSMUSP00000103498,2796,1,FALSE,NA,Other genes
Tmem94,ENSMUSG00000020747,ENSMUSP00000159201,4116,2,FALSE,NA,Other genes
Tmem9b,ENSMUSG00000031021,ENSMUSP00000033333,600,1,FALSE,NA,Other genes
Tmprss11a,ENSMUSG00000072845,ENSMUSP00000098634,1170,2,FALSE,NA,Other genes
Tmprss11b,ENSMUSG00000035861,ENSMUSP00000042406,1251,1,FALSE,NA,Other genes
Tmprss13,ENSMUSG00000037129,ENSMUSP00000034597,1647,3,FALSE,NA,Other genes
Tmprss4,ENSMUSG00000032091,ENSMUSP00000034599,1308,1,FALSE,NA,Other genes
Tmprss5,ENSMUSG00000032268,ENSMUSP00000132181,1368,2,FALSE,NA,Other genes
Tmprss6,ENSMUSG00000016942,ENSMUSP00000017086,2436,1,FALSE,NA,Other genes
Tmx4,ENSMUSG00000034723,ENSMUSP00000045154,1008,1,FALSE,NA,Other genes
Tnc,ENSMUSG00000028364,ENSMUSP00000102995,6333,1,FALSE,NA,Other genes
Tnfrsf11a,ENSMUSG00000026321,ENSMUSP00000027559,1878,1,FALSE,NA,Other genes
Tnfrsf14,ENSMUSG00000042333,ENSMUSP00000151575,831,1,FALSE,NA,Other genes
Tnfrsf17,ENSMUSG00000022496,ENSMUSP00000023140,558,1,FALSE,NA,Other genes
Tnfrsf1b,ENSMUSG00000028599,ENSMUSP00000030336,1425,1,FALSE,NA,Other genes
Tnfrsf21,ENSMUSG00000023915,ENSMUSP00000024708,1968,1,FALSE,NA,Other genes
Tnfrsf26,ENSMUSG00000045362,ENSMUSP00000054938,615,1,FALSE,NA,Other genes
Tnfrsf8,ENSMUSG00000028602,ENSMUSP00000030339,1497,2,FALSE,NA,Other genes
Tnfsf15,ENSMUSG00000050395,ENSMUSP00000159365,813,1,FALSE,NA,Other genes
Tnfsf18,ENSMUSG00000066755,ENSMUSP00000083251,522,1,FALSE,NA,Other genes
Tnik,ENSMUSG00000027692,ENSMUSP00000125081,4083,1,FALSE,NA,Other genes
Tnip1,ENSMUSG00000020400,ENSMUSP00000018482,1944,1,FALSE,NA,Other genes
Tnk2,ENSMUSG00000022791,ENSMUSP00000158905,3219,1,FALSE,NA,Other genes
Tnks,ENSMUSG00000031529,ENSMUSP00000033929,3963,2,FALSE,NA,Other genes
Tnn,ENSMUSG00000026725,ENSMUSP00000039452,4683,2,FALSE,NA,Other genes
Tnni3,ENSMUSG00000035458,ENSMUSP00000096458,636,1,FALSE,NA,Other genes
Tnni3k,ENSMUSG00000040086,ENSMUSP00000070561,2505,1,FALSE,NA,Other genes
Tnnt3,ENSMUSG00000061723,ENSMUSP00000136278,819,1,FALSE,NA,Other genes
Tnp2,ENSMUSG00000043050,ENSMUSP00000053078,354,1,FALSE,NA,Other genes
Tnpo2,ENSMUSG00000031691,ENSMUSP00000091051,2694,1,FALSE,NA,Other genes
Tnpo3,ENSMUSG00000012535,ENSMUSP00000110906,2790,1,FALSE,NA,Other genes
Tnr,ENSMUSG00000015829,ENSMUSP00000141553,4077,7,FALSE,NA,Other genes
Tnrc6a,ENSMUSG00000052707,ENSMUSP00000091595,5691,3,FALSE,NA,Other genes
Tnrc6b,ENSMUSG00000047888,ENSMUSP00000064336,5433,1,FALSE,NA,Other genes
Tnrc6c,ENSMUSG00000025571,ENSMUSP00000101951,5703,2,FALSE,NA,Other genes
Tns1,ENSMUSG00000055322,ENSMUSP00000127715,5667,2,FALSE,NA,Other genes
Tns3,ENSMUSG00000020422,ENSMUSP00000158940,4770,1,FALSE,NA,Other genes
Tns4,ENSMUSG00000017607,ENSMUSP00000017751,2091,1,FALSE,NA,Other genes
Tnxb,ENSMUSG00000033327,ENSMUSP00000158977,13071,7,FALSE,NA,Other genes
Tob1,ENSMUSG00000037573,ENSMUSP00000036039,1089,5,FALSE,NA,Other genes
Tonsl,ENSMUSG00000059323,ENSMUSP00000129597,4092,2,FALSE,NA,Other genes
Top1mt,ENSMUSG00000000934,ENSMUSP00000000958,1782,1,FALSE,NA,Other genes
Topors,ENSMUSG00000036822,ENSMUSP00000046843,3102,1,FALSE,NA,Other genes
Tor1aip2,ENSMUSG00000050565,ENSMUSP00000107387,1509,1,FALSE,NA,Other genes
Tor4a,ENSMUSG00000059555,ENSMUSP00000080548,1281,1,FALSE,NA,Other genes
Tpp1,ENSMUSG00000030894,ENSMUSP00000033184,1689,1,FALSE,NA,Other genes
Tpsab1,ENSMUSG00000024173,ENSMUSP00000120741,933,2,FALSE,NA,Other genes
Trabd,ENSMUSG00000015363,ENSMUSP00000080403,1131,1,FALSE,NA,Other genes
Trabd2b,ENSMUSG00000070867,ENSMUSP00000092494,1554,1,FALSE,NA,Other genes
Traf6,ENSMUSG00000027164,ENSMUSP00000004949,1593,2,FALSE,NA,Other genes
Traf7,ENSMUSG00000052752,ENSMUSP00000134759,2010,1,FALSE,NA,Other genes
Trak2,ENSMUSG00000026028,ENSMUSP00000027186,2742,3,FALSE,NA,Other genes
Trank1,ENSMUSG00000062296,ENSMUSP00000077697,9000,2,FALSE,NA,Other genes
Trappc11,ENSMUSG00000038102,ENSMUSP00000047562,3402,1,FALSE,NA,Other genes
Trappc12,ENSMUSG00000020628,ENSMUSP00000127752,2394,1,FALSE,NA,Other genes
Trappc9,ENSMUSG00000047921,ENSMUSP00000087202,3420,4,FALSE,NA,Other genes
Trarg1,ENSMUSG00000046275,ENSMUSP00000061634,522,1,FALSE,NA,Other genes
Trdn,ENSMUSG00000019787,ENSMUSP00000093436,2082,2,FALSE,NA,Other genes
Trem3,ENSMUSG00000041754,ENSMUSP00000044478,552,2,FALSE,NA,Other genes
Trex1,ENSMUSG00000049734,ENSMUSP00000050971,945,1,FALSE,NA,Other genes
Trhde,ENSMUSG00000050663,ENSMUSP00000159381,3201,2,FALSE,NA,Other genes
Trhr2,ENSMUSG00000039079,ENSMUSP00000042575,1149,1,FALSE,NA,Other genes
Trib2,ENSMUSG00000020601,ENSMUSP00000020922,1032,1,FALSE,NA,Other genes
Trim14,ENSMUSG00000039853,ENSMUSP00000038719,1323,1,FALSE,NA,Other genes
Trim21,ENSMUSG00000030966,ENSMUSP00000033264,1389,1,FALSE,NA,Other genes
Trim24,ENSMUSG00000029833,ENSMUSP00000031859,3156,1,FALSE,NA,Other genes
Trim27,ENSMUSG00000021326,ENSMUSP00000152730,1542,1,FALSE,NA,Other genes
Trim28,ENSMUSG00000005566,ENSMUSP00000005705,2505,3,FALSE,NA,Other genes
Trim3,ENSMUSG00000036989,ENSMUSP00000053384,2235,1,FALSE,NA,Other genes
Trim30b,ENSMUSG00000052749,ENSMUSP00000131747,612,1,FALSE,NA,Other genes
Trim30c,ENSMUSG00000078616,ENSMUSP00000102441,1542,1,FALSE,NA,Other genes
Trim31,ENSMUSG00000058063,ENSMUSP00000077535,1524,1,FALSE,NA,Other genes
Trim36,ENSMUSG00000033949,ENSMUSP00000037978,2190,1,FALSE,NA,Other genes
Trim38,ENSMUSG00000064140,ENSMUSP00000153240,1416,2,FALSE,NA,Other genes
Trim40,ENSMUSG00000073399,ENSMUSP00000084400,741,1,FALSE,NA,Other genes
Trim45,ENSMUSG00000033233,ENSMUSP00000115669,2274,1,FALSE,NA,Other genes
Trim6,ENSMUSG00000072244,ENSMUSP00000095782,1467,2,FALSE,NA,Other genes
Trim62,ENSMUSG00000041000,ENSMUSP00000039121,1428,1,FALSE,NA,Other genes
Trim66,ENSMUSG00000031026,ENSMUSP00000102352,4035,1,FALSE,NA,Other genes
Trim68,ENSMUSG00000073968,ENSMUSP00000080813,1458,1,FALSE,NA,Other genes
Trim69,ENSMUSG00000033368,ENSMUSP00000047627,1503,1,FALSE,NA,Other genes
Trim9,ENSMUSG00000021071,ENSMUSP00000152147,2454,1,FALSE,NA,Other genes
Trio,ENSMUSG00000022263,ENSMUSP00000087714,9312,7,FALSE,NA,Other genes
Triobp,ENSMUSG00000033088,ENSMUSP00000105312,6045,1,FALSE,NA,Other genes
Trip10,ENSMUSG00000019487,ENSMUSP00000153081,1812,1,FALSE,NA,Other genes
Trip12,ENSMUSG00000026219,ENSMUSP00000140224,6078,1,FALSE,NA,Other genes
Trip13,ENSMUSG00000021569,ENSMUSP00000022053,1299,1,FALSE,NA,Other genes
Trmt1,ENSMUSG00000001909,ENSMUSP00000001974,1992,1,FALSE,NA,Other genes
Trmt11,ENSMUSG00000019792,ENSMUSP00000019927,1383,1,FALSE,NA,Other genes
Trmt13,ENSMUSG00000033439,ENSMUSP00000047320,1446,1,FALSE,NA,Other genes
Trmt1l,ENSMUSG00000053286,ENSMUSP00000068309,2187,1,FALSE,NA,Other genes
Trmt2a,ENSMUSG00000022721,ENSMUSP00000111304,1842,1,FALSE,NA,Other genes
Trmt6,ENSMUSG00000037376,ENSMUSP00000044687,1494,1,FALSE,NA,Other genes
Tro,ENSMUSG00000025272,ENSMUSP00000084513,6264,7,FALSE,NA,Other genes
Trpc4,ENSMUSG00000027748,ENSMUSP00000029311,2925,1,FALSE,NA,Other genes
Trpc5os,ENSMUSG00000072934,ENSMUSP00000148184,333,1,FALSE,NA,Other genes
Trpc7,ENSMUSG00000021541,ENSMUSP00000022023,2589,2,FALSE,NA,Other genes
Trpm1,ENSMUSG00000030523,ENSMUSP00000146226,4887,3,FALSE,NA,Other genes
Trpm2,ENSMUSG00000009292,ENSMUSP00000101040,4521,3,FALSE,NA,Other genes
Trpm6,ENSMUSG00000024727,ENSMUSP00000037443,6087,2,FALSE,NA,Other genes
Trpm8,ENSMUSG00000036251,ENSMUSP00000108739,3315,1,FALSE,NA,Other genes
Trpv4,ENSMUSG00000014158,ENSMUSP00000071859,2616,1,FALSE,NA,Other genes
Trpv6,ENSMUSG00000029868,ENSMUSP00000031902,2304,2,FALSE,NA,Other genes
Trrap,ENSMUSG00000045482,ENSMUSP00000148419,11580,8,FALSE,NA,Other genes
Try5,ENSMUSG00000036938,ENSMUSP00000064498,741,1,FALSE,NA,Other genes
Tsc1,ENSMUSG00000026812,ENSMUSP00000109500,3486,1,FALSE,NA,Other genes
Tsc2,ENSMUSG00000002496,ENSMUSP00000154338,5427,3,FALSE,NA,Other genes
Tsc22d1,ENSMUSG00000022010,ENSMUSP00000044517,3234,1,FALSE,NA,Other genes
Tsc22d4,ENSMUSG00000029723,ENSMUSP00000098108,1530,1,FALSE,NA,Other genes
Tsfm,ENSMUSG00000040521,ENSMUSP00000042134,975,2,FALSE,NA,Other genes
Tsg101,ENSMUSG00000014402,ENSMUSP00000014546,1176,1,FALSE,NA,Other genes
Tsga13,ENSMUSG00000039032,ENSMUSP00000040894,822,1,FALSE,NA,Other genes
Tshz2,ENSMUSG00000047907,ENSMUSP00000104787,3093,1,FALSE,NA,Other genes
Tsku,ENSMUSG00000049580,ENSMUSP00000091713,1065,1,FALSE,NA,Other genes
Tsnaxip1,ENSMUSG00000031893,ENSMUSP00000034365,2115,1,FALSE,NA,Other genes
Tspan10,ENSMUSG00000039691,ENSMUSP00000041883,999,1,FALSE,NA,Other genes
Tspan3,ENSMUSG00000032324,ENSMUSP00000149496,771,1,FALSE,NA,Other genes
Tspan32,ENSMUSG00000000244,ENSMUSP00000009396,771,1,FALSE,NA,Other genes
Tspan9,ENSMUSG00000030352,ENSMUSP00000115922,789,1,FALSE,NA,Other genes
Tspo,ENSMUSG00000041736,ENSMUSP00000037039,510,1,FALSE,NA,Other genes
Tspoap1,ENSMUSG00000034156,ENSMUSP00000048063,5541,1,FALSE,NA,Other genes
Tspyl3,ENSMUSG00000074671,ENSMUSP00000096799,1005,1,FALSE,NA,Other genes
Tssk4,ENSMUSG00000007591,ENSMUSP00000154783,1017,1,FALSE,NA,Other genes
Ttbk1,ENSMUSG00000015599,ENSMUSP00000044580,3927,2,FALSE,NA,Other genes
Ttc12,ENSMUSG00000040219,ENSMUSP00000056378,2115,2,FALSE,NA,Other genes
Ttc21a,ENSMUSG00000032514,ENSMUSP00000035100,3945,2,FALSE,NA,Other genes
Ttc22,ENSMUSG00000034919,ENSMUSP00000035773,1707,2,FALSE,NA,Other genes
Ttc23,ENSMUSG00000030555,ENSMUSP00000032774,1467,1,FALSE,NA,Other genes
Ttc24,ENSMUSG00000051036,ENSMUSP00000061571,1005,1,FALSE,NA,Other genes
Ttc26,ENSMUSG00000056832,ENSMUSP00000124369,1665,1,FALSE,NA,Other genes
Ttc27,ENSMUSG00000024078,ENSMUSP00000024882,2544,2,FALSE,NA,Other genes
Ttc28,ENSMUSG00000033209,ENSMUSP00000136116,7446,1,FALSE,NA,Other genes
Ttc30a1,ENSMUSG00000075271,ENSMUSP00000097574,1995,1,FALSE,NA,Other genes
Ttc39c,ENSMUSG00000024424,ENSMUSP00000157144,1743,3,FALSE,NA,Other genes
Ttc4,ENSMUSG00000025413,ENSMUSP00000026480,1161,1,FALSE,NA,Other genes
Ttc41,ENSMUSG00000044937,ENSMUSP00000075059,3957,1,FALSE,NA,Other genes
Ttc5,ENSMUSG00000006288,ENSMUSP00000006451,1323,1,FALSE,NA,Other genes
Ttc7,ENSMUSG00000036918,ENSMUSP00000040771,2577,1,FALSE,NA,Other genes
Ttf2,ENSMUSG00000033222,ENSMUSP00000076208,3417,1,FALSE,NA,Other genes
Ttll3,ENSMUSG00000030276,ENSMUSP00000037870,2787,1,FALSE,NA,Other genes
Ttll6,ENSMUSG00000038756,ENSMUSP00000127778,2469,1,FALSE,NA,Other genes
Ttll7,ENSMUSG00000036745,ENSMUSP00000043753,2739,1,FALSE,NA,Other genes
Ttn,ENSMUSG00000051747,ENSMUSP00000097561,106173,28,FALSE,NA,Other genes
Ttyh2,ENSMUSG00000034714,ENSMUSP00000037821,1599,2,FALSE,NA,Other genes
Tuba3b,ENSMUSG00000067338,ENSMUSP00000084713,1353,1,FALSE,NA,Other genes
Tubb1,ENSMUSG00000016255,ENSMUSP00000016399,1356,1,FALSE,NA,Other genes
Tubb3,ENSMUSG00000062380,ENSMUSP00000071134,1353,1,FALSE,NA,Other genes
Tubb5,ENSMUSG00000001525,ENSMUSP00000001566,1335,1,FALSE,NA,Other genes
Tubg1,ENSMUSG00000035198,ENSMUSP00000048036,1356,1,FALSE,NA,Other genes
Tubgcp2,ENSMUSG00000025474,ENSMUSP00000026547,2718,1,FALSE,NA,Other genes
Tubgcp3,ENSMUSG00000000759,ENSMUSP00000000776,2718,1,FALSE,NA,Other genes
Tubgcp5,ENSMUSG00000033790,ENSMUSP00000032627,3075,1,FALSE,NA,Other genes
Tubgcp6,ENSMUSG00000051786,ENSMUSP00000104977,5310,2,FALSE,NA,Other genes
Tuft1,ENSMUSG00000005968,ENSMUSP00000006123,1173,1,FALSE,NA,Other genes
Tut4,ENSMUSG00000034610,ENSMUSP00000095538,4947,1,FALSE,NA,Other genes
Txlna,ENSMUSG00000053841,ENSMUSP00000081285,1665,1,FALSE,NA,Other genes
Txndc15,ENSMUSG00000021497,ENSMUSP00000021959,1035,1,FALSE,NA,Other genes
Txndc16,ENSMUSG00000021830,ENSMUSP00000120287,2463,1,FALSE,NA,Other genes
Txndc2,ENSMUSG00000050612,ENSMUSP00000054909,1653,7,FALSE,NA,Other genes
Txndc5,ENSMUSG00000038991,ENSMUSP00000041839,1254,1,FALSE,NA,Other genes
Txnip,ENSMUSG00000038393,ENSMUSP00000102710,1194,1,FALSE,NA,Other genes
Tyms,ENSMUSG00000025747,ENSMUSP00000026846,924,1,FALSE,NA,Other genes
Tyr,ENSMUSG00000004651,ENSMUSP00000004770,1602,2,FALSE,NA,Other genes
Tyro3,ENSMUSG00000027298,ENSMUSP00000028763,2643,2,FALSE,NA,Other genes
Tyw1,ENSMUSG00000056310,ENSMUSP00000037173,2166,1,FALSE,NA,Other genes
Uba1,ENSMUSG00000001924,ENSMUSP00000086626,3177,3,FALSE,NA,Other genes
Uba3,ENSMUSG00000030061,ENSMUSP00000086701,1389,1,FALSE,NA,Other genes
Uba6,ENSMUSG00000035898,ENSMUSP00000035328,3162,1,FALSE,NA,Other genes
Uba7,ENSMUSG00000032596,ENSMUSP00000035216,2934,1,FALSE,NA,Other genes
Ubac2,ENSMUSG00000041765,ENSMUSP00000043245,1038,1,FALSE,NA,Other genes
Ubap2l,ENSMUSG00000042520,ENSMUSP00000066138,3339,1,FALSE,NA,Other genes
Ubash3b,ENSMUSG00000032020,ENSMUSP00000043865,1917,3,FALSE,NA,Other genes
Ubc,ENSMUSG00000008348,ENSMUSP00000114180,2205,1,FALSE,NA,Other genes
Ube2b,ENSMUSG00000020390,ENSMUSP00000020657,459,1,FALSE,NA,Other genes
Ube2dnl2,ENSMUSG00000047079,ENSMUSP00000059077,468,1,FALSE,NA,Other genes
Ube2g2,ENSMUSG00000009293,ENSMUSP00000133515,498,1,FALSE,NA,Other genes
Ube2j1,ENSMUSG00000028277,ENSMUSP00000118333,957,2,FALSE,NA,Other genes
Ube2l3,ENSMUSG00000038965,ENSMUSP00000156121,465,1,FALSE,NA,Other genes
Ube2l6,ENSMUSG00000027078,ENSMUSP00000099702,462,1,FALSE,NA,Other genes
Ube2o,ENSMUSG00000020802,ENSMUSP00000080791,3867,1,FALSE,NA,Other genes
Ube3b,ENSMUSG00000029577,ENSMUSP00000073652,3213,1,FALSE,NA,Other genes
Ube4b,ENSMUSG00000028960,ENSMUSP00000158872,4062,2,FALSE,NA,Other genes
Ubfd1,ENSMUSG00000030870,ENSMUSP00000033158,1107,1,FALSE,NA,Other genes
Ubl4b,ENSMUSG00000055891,ENSMUSP00000100577,567,1,FALSE,NA,Other genes
Ubl7,ENSMUSG00000055720,ENSMUSP00000150925,1143,1,FALSE,NA,Other genes
Ubn2,ENSMUSG00000038538,ENSMUSP00000036188,3951,1,FALSE,NA,Other genes
Ubr2,ENSMUSG00000023977,ENSMUSP00000108963,5268,2,FALSE,NA,Other genes
Ubr4,ENSMUSG00000066036,ENSMUSP00000095433,15543,2,FALSE,NA,Other genes
Ubr5,ENSMUSG00000037487,ENSMUSP00000154293,8397,3,FALSE,NA,Other genes
Uck1,ENSMUSG00000002550,ENSMUSP00000002625,852,1,FALSE,NA,Other genes
Uckl1,ENSMUSG00000089917,ENSMUSP00000050398,1647,1,FALSE,NA,Other genes
Ucma,ENSMUSG00000026668,ENSMUSP00000110662,417,1,FALSE,NA,Other genes
Ucp2,ENSMUSG00000033685,ENSMUSP00000120967,930,1,FALSE,NA,Other genes
Ufsp2,ENSMUSG00000031634,ENSMUSP00000034051,1386,1,FALSE,NA,Other genes
Uggt2,ENSMUSG00000042104,ENSMUSP00000121249,4515,1,FALSE,NA,Other genes
Ugp2,ENSMUSG00000001891,ENSMUSP00000099939,1527,1,FALSE,NA,Other genes
Ugt1a6a,ENSMUSG00000054545,ENSMUSP00000108759,1596,1,FALSE,NA,Other genes
Ugt2a3,ENSMUSG00000035780,ENSMUSP00000031195,1605,1,FALSE,NA,Other genes
Ulk1,ENSMUSG00000029512,ENSMUSP00000143536,3174,1,FALSE,NA,Other genes
Umodl1,ENSMUSG00000054134,ENSMUSP00000110202,4047,1,FALSE,NA,Other genes
Unc13a,ENSMUSG00000034799,ENSMUSP00000135189,5196,4,FALSE,NA,Other genes
Unc13b,ENSMUSG00000028456,ENSMUSP00000147100,13173,3,FALSE,NA,Other genes
Unc13c,ENSMUSG00000062151,ENSMUSP00000139027,6633,3,FALSE,NA,Other genes
Unc45b,ENSMUSG00000018845,ENSMUSP00000103795,2796,1,FALSE,NA,Other genes
Unc5c,ENSMUSG00000059921,ENSMUSP00000074758,2853,1,FALSE,NA,Other genes
Unc5cl,ENSMUSG00000043592,ENSMUSP00000074159,1557,1,FALSE,NA,Other genes
Unc5d,ENSMUSG00000063626,ENSMUSP00000128521,2871,1,FALSE,NA,Other genes
Unc79,ENSMUSG00000021198,ENSMUSP00000136332,7965,2,FALSE,NA,Other genes
Unc80,ENSMUSG00000055567,ENSMUSP00000053692,9981,1,FALSE,NA,Other genes
Unk,ENSMUSG00000020770,ENSMUSP00000021116,2433,2,FALSE,NA,Other genes
Unkl,ENSMUSG00000015127,ENSMUSP00000039670,2184,1,FALSE,NA,Other genes
Uox,ENSMUSG00000028186,ENSMUSP00000029837,912,2,FALSE,NA,Other genes
Upf1,ENSMUSG00000058301,ENSMUSP00000075089,3375,1,FALSE,NA,Other genes
Upk3a,ENSMUSG00000022435,ENSMUSP00000023070,864,1,FALSE,NA,Other genes
Upk3bl,ENSMUSG00000006143,ENSMUSP00000106767,945,1,FALSE,NA,Other genes
Uqcrfs1,ENSMUSG00000038462,ENSMUSP00000045284,825,1,FALSE,NA,Other genes
Uqcrh,ENSMUSG00000063882,ENSMUSP00000077744,270,1,FALSE,NA,Other genes
Urad,ENSMUSG00000075543,ENSMUSP00000098000,537,1,FALSE,NA,Other genes
Urb1,ENSMUSG00000039929,ENSMUSP00000114717,6834,1,FALSE,NA,Other genes
Urb2,ENSMUSG00000031976,ENSMUSP00000034457,4575,1,FALSE,NA,Other genes
Uri1,ENSMUSG00000030421,ENSMUSP00000145738,1602,1,FALSE,NA,Other genes
Usf2,ENSMUSG00000058239,ENSMUSP00000132256,1041,1,FALSE,NA,Other genes
Ush1c,ENSMUSG00000030838,ENSMUSP00000009667,2733,1,FALSE,NA,Other genes
Ush2a,ENSMUSG00000026609,ENSMUSP00000050454,15582,6,FALSE,NA,Other genes
Ushbp1,ENSMUSG00000034911,ENSMUSP00000045668,2043,1,FALSE,NA,Other genes
Usp10,ENSMUSG00000031826,ENSMUSP00000123590,2382,1,FALSE,NA,Other genes
Usp11,ENSMUSG00000031066,ENSMUSP00000033383,2766,1,FALSE,NA,Other genes
Usp17lc,ENSMUSG00000058976,ENSMUSP00000102505,1638,1,FALSE,NA,Other genes
Usp17ld,ENSMUSG00000057321,ENSMUSP00000073107,1638,1,FALSE,NA,Other genes
Usp19,ENSMUSG00000006676,ENSMUSP00000006854,4083,5,FALSE,NA,Other genes
Usp2,ENSMUSG00000032010,ENSMUSP00000034508,1860,1,FALSE,NA,Other genes
