iteration,n_sampled_genes,mutation_type,null_count
8518,30,DBS,2
8518,30,Splice,1
8519,30,Missense,42
8519,30,Insertion,1
8519,30,Deletion,2
8519,30,Stop gain/loss,2
8519,30,DBS,0
8519,30,Splice,2
8520,30,Missense,39
8520,30,Insertion,1
8520,30,Deletion,2
8520,30,Stop gain/loss,3
8520,30,DBS,3
8520,30,Splice,1
8521,30,Missense,29
8521,30,Insertion,0
8521,30,Deletion,0
8521,30,Stop gain/loss,7
8521,30,DBS,1
8521,30,Splice,3
8522,30,Missense,37
8522,30,Insertion,0
8522,30,Deletion,0
8522,30,Stop gain/loss,4
8522,30,DBS,1
8522,30,Splice,1
8523,30,Missense,41
8523,30,Insertion,0
8523,30,Deletion,1
8523,30,Stop gain/loss,4
8523,30,DBS,0
8523,30,Splice,2
8524,30,Missense,34
8524,30,Insertion,0
8524,30,Deletion,3
8524,30,Stop gain/loss,5
8524,30,DBS,3
8524,30,Splice,3
8525,30,Missense,40
8525,30,Insertion,0
8525,30,Deletion,1
8525,30,Stop gain/loss,2
8525,30,DBS,3
8525,30,Splice,3
8526,30,Missense,36
8526,30,Insertion,0
8526,30,Deletion,3
8526,30,Stop gain/loss,7
8526,30,DBS,0
8526,30,Splice,3
8527,30,Missense,46
8527,30,Insertion,0
8527,30,Deletion,3
8527,30,Stop gain/loss,8
8527,30,DBS,6
8527,30,Splice,1
8528,30,Missense,35
8528,30,Insertion,0
8528,30,Deletion,3
8528,30,Stop gain/loss,4
8528,30,DBS,0
8528,30,Splice,3
8529,30,Missense,34
8529,30,Insertion,1
8529,30,Deletion,5
8529,30,Stop gain/loss,4
8529,30,DBS,1
8529,30,Splice,1
8530,30,Missense,33
8530,30,Insertion,0
8530,30,Deletion,2
8530,30,Stop gain/loss,6
8530,30,DBS,1
8530,30,Splice,1
8531,30,Missense,46
8531,30,Insertion,0
8531,30,Deletion,4
8531,30,Stop gain/loss,6
8531,30,DBS,2
8531,30,Splice,7
8532,30,Missense,44
8532,30,Insertion,0
8532,30,Deletion,1
8532,30,Stop gain/loss,10
8532,30,DBS,2
8532,30,Splice,2
8533,30,Missense,30
8533,30,Insertion,0
8533,30,Deletion,0
8533,30,Stop gain/loss,6
8533,30,DBS,1
8533,30,Splice,1
8534,30,Missense,39
8534,30,Insertion,0
8534,30,Deletion,1
8534,30,Stop gain/loss,3
8534,30,DBS,0
8534,30,Splice,3
8535,30,Missense,34
8535,30,Insertion,0
8535,30,Deletion,0
8535,30,Stop gain/loss,8
8535,30,DBS,0
8535,30,Splice,0
8536,30,Missense,42
8536,30,Insertion,1
8536,30,Deletion,0
8536,30,Stop gain/loss,3
8536,30,DBS,0
8536,30,Splice,1
8537,30,Missense,29
8537,30,Insertion,1
8537,30,Deletion,5
8537,30,Stop gain/loss,5
8537,30,DBS,0
8537,30,Splice,1
8538,30,Missense,32
8538,30,Insertion,0
8538,30,Deletion,2
8538,30,Stop gain/loss,4
8538,30,DBS,0
8538,30,Splice,1
8539,30,Missense,34
8539,30,Insertion,0
8539,30,Deletion,0
8539,30,Stop gain/loss,4
8539,30,DBS,1
8539,30,Splice,4
8540,30,Missense,37
8540,30,Insertion,0
8540,30,Deletion,0
8540,30,Stop gain/loss,5
8540,30,DBS,1
8540,30,Splice,1
8541,30,Missense,45
8541,30,Insertion,0
8541,30,Deletion,1
8541,30,Stop gain/loss,2
8541,30,DBS,0
8541,30,Splice,0
8542,30,Missense,39
8542,30,Insertion,2
8542,30,Deletion,2
8542,30,Stop gain/loss,6
8542,30,DBS,0
8542,30,Splice,5
8543,30,Missense,50
8543,30,Insertion,0
8543,30,Deletion,23
8543,30,Stop gain/loss,2
8543,30,DBS,3
8543,30,Splice,0
8544,30,Missense,31
8544,30,Insertion,0
8544,30,Deletion,9
8544,30,Stop gain/loss,2
8544,30,DBS,0
8544,30,Splice,5
8545,30,Missense,40
8545,30,Insertion,1
8545,30,Deletion,10
8545,30,Stop gain/loss,5
8545,30,DBS,0
8545,30,Splice,0
8546,30,Missense,33
8546,30,Insertion,0
8546,30,Deletion,12
8546,30,Stop gain/loss,2
8546,30,DBS,2
8546,30,Splice,0
8547,30,Missense,59
8547,30,Insertion,0
8547,30,Deletion,6
8547,30,Stop gain/loss,2
8547,30,DBS,1
8547,30,Splice,1
8548,30,Missense,29
8548,30,Insertion,0
8548,30,Deletion,1
8548,30,Stop gain/loss,5
8548,30,DBS,1
8548,30,Splice,0
8549,30,Missense,39
8549,30,Insertion,0
8549,30,Deletion,4
8549,30,Stop gain/loss,0
8549,30,DBS,0
8549,30,Splice,6
8550,30,Missense,40
8550,30,Insertion,0
8550,30,Deletion,8
8550,30,Stop gain/loss,6
8550,30,DBS,1
8550,30,Splice,2
8551,30,Missense,39
8551,30,Insertion,0
8551,30,Deletion,0
8551,30,Stop gain/loss,0
8551,30,DBS,0
8551,30,Splice,2
8552,30,Missense,36
8552,30,Insertion,0
8552,30,Deletion,3
8552,30,Stop gain/loss,2
8552,30,DBS,0
8552,30,Splice,2
8553,30,Missense,32
8553,30,Insertion,0
8553,30,Deletion,10
8553,30,Stop gain/loss,3
8553,30,DBS,0
8553,30,Splice,3
8554,30,Missense,46
8554,30,Insertion,0
8554,30,Deletion,3
8554,30,Stop gain/loss,2
8554,30,DBS,1
8554,30,Splice,1
8555,30,Missense,32
8555,30,Insertion,1
8555,30,Deletion,9
8555,30,Stop gain/loss,3
8555,30,DBS,3
8555,30,Splice,2
8556,30,Missense,26
8556,30,Insertion,0
8556,30,Deletion,3
8556,30,Stop gain/loss,6
8556,30,DBS,1
8556,30,Splice,2
8557,30,Missense,59
8557,30,Insertion,0
8557,30,Deletion,29
8557,30,Stop gain/loss,3
8557,30,DBS,4
8557,30,Splice,3
8558,30,Missense,55
8558,30,Insertion,4
8558,30,Deletion,7
8558,30,Stop gain/loss,2
8558,30,DBS,1
8558,30,Splice,1
8559,30,Missense,32
8559,30,Insertion,1
8559,30,Deletion,2
8559,30,Stop gain/loss,5
8559,30,DBS,0
8559,30,Splice,2
8560,30,Missense,29
8560,30,Insertion,0
8560,30,Deletion,1
8560,30,Stop gain/loss,2
8560,30,DBS,2
8560,30,Splice,2
8561,30,Missense,29
8561,30,Insertion,2
8561,30,Deletion,5
8561,30,Stop gain/loss,4
8561,30,DBS,0
8561,30,Splice,2
8562,30,Missense,32
8562,30,Insertion,0
8562,30,Deletion,1
8562,30,Stop gain/loss,4
8562,30,DBS,0
8562,30,Splice,0
8563,30,Missense,39
8563,30,Insertion,0
8563,30,Deletion,0
8563,30,Stop gain/loss,1
8563,30,DBS,0
8563,30,Splice,0
8564,30,Missense,43
8564,30,Insertion,0
8564,30,Deletion,6
8564,30,Stop gain/loss,5
8564,30,DBS,2
8564,30,Splice,4
8565,30,Missense,32
8565,30,Insertion,0
8565,30,Deletion,4
8565,30,Stop gain/loss,8
8565,30,DBS,1
8565,30,Splice,2
8566,30,Missense,44
8566,30,Insertion,0
8566,30,Deletion,0
8566,30,Stop gain/loss,3
8566,30,DBS,0
8566,30,Splice,1
8567,30,Missense,59
8567,30,Insertion,0
8567,30,Deletion,4
8567,30,Stop gain/loss,3
8567,30,DBS,0
8567,30,Splice,1
8568,30,Missense,29
8568,30,Insertion,1
8568,30,Deletion,1
8568,30,Stop gain/loss,2
8568,30,DBS,0
8568,30,Splice,2
8569,30,Missense,36
8569,30,Insertion,0
8569,30,Deletion,0
8569,30,Stop gain/loss,4
8569,30,DBS,0
8569,30,Splice,0
8570,30,Missense,61
8570,30,Insertion,0
8570,30,Deletion,2
8570,30,Stop gain/loss,2
8570,30,DBS,2
8570,30,Splice,4
8571,30,Missense,36
8571,30,Insertion,0
8571,30,Deletion,0
8571,30,Stop gain/loss,6
8571,30,DBS,0
8571,30,Splice,3
8572,30,Missense,85
8572,30,Insertion,1
8572,30,Deletion,9
8572,30,Stop gain/loss,5
8572,30,DBS,1
8572,30,Splice,13
8573,30,Missense,45
8573,30,Insertion,0
8573,30,Deletion,22
8573,30,Stop gain/loss,7
8573,30,DBS,3
8573,30,Splice,1
8574,30,Missense,54
8574,30,Insertion,0
8574,30,Deletion,1
8574,30,Stop gain/loss,4
8574,30,DBS,0
8574,30,Splice,2
8575,30,Missense,27
8575,30,Insertion,0
8575,30,Deletion,1
8575,30,Stop gain/loss,5
8575,30,DBS,1
8575,30,Splice,0
8576,30,Missense,30
8576,30,Insertion,0
8576,30,Deletion,0
8576,30,Stop gain/loss,5
8576,30,DBS,0
8576,30,Splice,0
8577,30,Missense,45
8577,30,Insertion,6
8577,30,Deletion,52
8577,30,Stop gain/loss,2
8577,30,DBS,1
8577,30,Splice,0
8578,30,Missense,34
8578,30,Insertion,1
8578,30,Deletion,1
8578,30,Stop gain/loss,1
8578,30,DBS,1
8578,30,Splice,2
8579,30,Missense,27
8579,30,Insertion,0
8579,30,Deletion,4
8579,30,Stop gain/loss,3
8579,30,DBS,0
8579,30,Splice,2
8580,30,Missense,40
8580,30,Insertion,0
8580,30,Deletion,0
8580,30,Stop gain/loss,4
8580,30,DBS,0
8580,30,Splice,1
8581,30,Missense,45
8581,30,Insertion,1
8581,30,Deletion,1
8581,30,Stop gain/loss,3
8581,30,DBS,7
8581,30,Splice,5
8582,30,Missense,46
8582,30,Insertion,0
8582,30,Deletion,1
8582,30,Stop gain/loss,5
8582,30,DBS,0
8582,30,Splice,2
8583,30,Missense,38
8583,30,Insertion,0
8583,30,Deletion,6
8583,30,Stop gain/loss,5
8583,30,DBS,3
8583,30,Splice,1
8584,30,Missense,41
8584,30,Insertion,1
8584,30,Deletion,4
8584,30,Stop gain/loss,3
8584,30,DBS,0
8584,30,Splice,1
8585,30,Missense,32
8585,30,Insertion,0
8585,30,Deletion,0
8585,30,Stop gain/loss,7
8585,30,DBS,0
8585,30,Splice,1
8586,30,Missense,31
8586,30,Insertion,0
8586,30,Deletion,5
8586,30,Stop gain/loss,2
8586,30,DBS,0
8586,30,Splice,1
8587,30,Missense,33
8587,30,Insertion,1
8587,30,Deletion,3
8587,30,Stop gain/loss,1
8587,30,DBS,0
8587,30,Splice,4
8588,30,Missense,31
8588,30,Insertion,0
8588,30,Deletion,3
8588,30,Stop gain/loss,5
8588,30,DBS,2
8588,30,Splice,2
8589,30,Missense,44
8589,30,Insertion,0
8589,30,Deletion,19
8589,30,Stop gain/loss,2
8589,30,DBS,1
8589,30,Splice,1
8590,30,Missense,40
8590,30,Insertion,0
8590,30,Deletion,0
8590,30,Stop gain/loss,2
8590,30,DBS,0
8590,30,Splice,2
8591,30,Missense,46
8591,30,Insertion,0
8591,30,Deletion,0
8591,30,Stop gain/loss,5
8591,30,DBS,1
8591,30,Splice,1
8592,30,Missense,39
8592,30,Insertion,0
8592,30,Deletion,0
8592,30,Stop gain/loss,2
8592,30,DBS,0
8592,30,Splice,1
8593,30,Missense,28
8593,30,Insertion,0
8593,30,Deletion,10
8593,30,Stop gain/loss,2
8593,30,DBS,0
8593,30,Splice,1
8594,30,Missense,34
8594,30,Insertion,0
8594,30,Deletion,0
8594,30,Stop gain/loss,3
8594,30,DBS,1
8594,30,Splice,4
8595,30,Missense,33
8595,30,Insertion,0
8595,30,Deletion,1
8595,30,Stop gain/loss,9
8595,30,DBS,0
8595,30,Splice,2
8596,30,Missense,52
8596,30,Insertion,0
8596,30,Deletion,5
8596,30,Stop gain/loss,5
8596,30,DBS,0
8596,30,Splice,2
8597,30,Missense,35
8597,30,Insertion,0
8597,30,Deletion,0
8597,30,Stop gain/loss,3
8597,30,DBS,0
8597,30,Splice,4
8598,30,Missense,40
8598,30,Insertion,1
8598,30,Deletion,0
8598,30,Stop gain/loss,0
8598,30,DBS,1
8598,30,Splice,1
8599,30,Missense,35
8599,30,Insertion,0
8599,30,Deletion,2
8599,30,Stop gain/loss,6
8599,30,DBS,1
8599,30,Splice,2
8600,30,Missense,29
8600,30,Insertion,0
8600,30,Deletion,3
8600,30,Stop gain/loss,4
8600,30,DBS,0
8600,30,Splice,1
8601,30,Missense,38
8601,30,Insertion,0
8601,30,Deletion,5
8601,30,Stop gain/loss,4
8601,30,DBS,0
8601,30,Splice,0
8602,30,Missense,32
8602,30,Insertion,0
8602,30,Deletion,1
8602,30,Stop gain/loss,2
8602,30,DBS,1
8602,30,Splice,1
8603,30,Missense,32
8603,30,Insertion,1
8603,30,Deletion,1
8603,30,Stop gain/loss,5
8603,30,DBS,1
8603,30,Splice,2
8604,30,Missense,36
8604,30,Insertion,0
8604,30,Deletion,4
8604,30,Stop gain/loss,7
8604,30,DBS,0
8604,30,Splice,0
8605,30,Missense,39
8605,30,Insertion,0
8605,30,Deletion,1
8605,30,Stop gain/loss,5
8605,30,DBS,0
8605,30,Splice,0
8606,30,Missense,36
8606,30,Insertion,2
8606,30,Deletion,0
8606,30,Stop gain/loss,5
8606,30,DBS,0
8606,30,Splice,2
8607,30,Missense,30
8607,30,Insertion,0
8607,30,Deletion,0
8607,30,Stop gain/loss,4
8607,30,DBS,0
8607,30,Splice,1
8608,30,Missense,34
8608,30,Insertion,0
8608,30,Deletion,1
8608,30,Stop gain/loss,2
8608,30,DBS,1
8608,30,Splice,5
8609,30,Missense,26
8609,30,Insertion,0
8609,30,Deletion,2
8609,30,Stop gain/loss,3
8609,30,DBS,3
8609,30,Splice,1
8610,30,Missense,31
8610,30,Insertion,0
8610,30,Deletion,8
8610,30,Stop gain/loss,2
8610,30,DBS,2
8610,30,Splice,0
8611,30,Missense,44
8611,30,Insertion,3
8611,30,Deletion,18
8611,30,Stop gain/loss,8
8611,30,DBS,3
8611,30,Splice,0
8612,30,Missense,47
8612,30,Insertion,1
8612,30,Deletion,3
8612,30,Stop gain/loss,0
8612,30,DBS,1
8612,30,Splice,5
8613,30,Missense,37
8613,30,Insertion,0
8613,30,Deletion,5
8613,30,Stop gain/loss,5
8613,30,DBS,2
8613,30,Splice,0
8614,30,Missense,27
8614,30,Insertion,0
8614,30,Deletion,1
8614,30,Stop gain/loss,5
8614,30,DBS,2
8614,30,Splice,3
8615,30,Missense,44
8615,30,Insertion,1
8615,30,Deletion,3
8615,30,Stop gain/loss,3
8615,30,DBS,1
8615,30,Splice,0
8616,30,Missense,34
8616,30,Insertion,0
8616,30,Deletion,4
8616,30,Stop gain/loss,4
8616,30,DBS,0
8616,30,Splice,3
8617,30,Missense,29
8617,30,Insertion,1
8617,30,Deletion,5
8617,30,Stop gain/loss,1
8617,30,DBS,1
8617,30,Splice,1
8618,30,Missense,34
8618,30,Insertion,0
8618,30,Deletion,1
8618,30,Stop gain/loss,8
8618,30,DBS,2
8618,30,Splice,3
8619,30,Missense,31
8619,30,Insertion,0
8619,30,Deletion,2
8619,30,Stop gain/loss,2
8619,30,DBS,0
8619,30,Splice,1
8620,30,Missense,31
8620,30,Insertion,0
8620,30,Deletion,2
8620,30,Stop gain/loss,5
8620,30,DBS,0
8620,30,Splice,0
8621,30,Missense,32
8621,30,Insertion,1
8621,30,Deletion,2
8621,30,Stop gain/loss,1
8621,30,DBS,2
8621,30,Splice,2
8622,30,Missense,34
8622,30,Insertion,0
8622,30,Deletion,6
8622,30,Stop gain/loss,3
8622,30,DBS,3
8622,30,Splice,2
8623,30,Missense,31
8623,30,Insertion,0
8623,30,Deletion,0
8623,30,Stop gain/loss,3
8623,30,DBS,0
8623,30,Splice,0
8624,30,Missense,36
8624,30,Insertion,0
8624,30,Deletion,1
8624,30,Stop gain/loss,3
8624,30,DBS,1
8624,30,Splice,1
8625,30,Missense,38
8625,30,Insertion,0
8625,30,Deletion,7
8625,30,Stop gain/loss,6
8625,30,DBS,4
8625,30,Splice,1
8626,30,Missense,41
8626,30,Insertion,4
8626,30,Deletion,48
8626,30,Stop gain/loss,3
8626,30,DBS,0
8626,30,Splice,3
8627,30,Missense,66
8627,30,Insertion,1
8627,30,Deletion,3
8627,30,Stop gain/loss,4
8627,30,DBS,0
8627,30,Splice,2
8628,30,Missense,41
8628,30,Insertion,0
8628,30,Deletion,2
8628,30,Stop gain/loss,1
8628,30,DBS,0
8628,30,Splice,0
8629,30,Missense,28
8629,30,Insertion,1
8629,30,Deletion,10
8629,30,Stop gain/loss,4
8629,30,DBS,1
8629,30,Splice,1
8630,30,Missense,37
8630,30,Insertion,2
8630,30,Deletion,0
8630,30,Stop gain/loss,1
8630,30,DBS,2
8630,30,Splice,0
8631,30,Missense,61
8631,30,Insertion,1
8631,30,Deletion,7
8631,30,Stop gain/loss,6
8631,30,DBS,0
8631,30,Splice,2
8632,30,Missense,38
8632,30,Insertion,2
8632,30,Deletion,6
8632,30,Stop gain/loss,3
8632,30,DBS,0
8632,30,Splice,1
8633,30,Missense,27
8633,30,Insertion,0
8633,30,Deletion,0
8633,30,Stop gain/loss,5
8633,30,DBS,1
8633,30,Splice,0
8634,30,Missense,46
8634,30,Insertion,0
8634,30,Deletion,0
8634,30,Stop gain/loss,3
8634,30,DBS,0
8634,30,Splice,2
8635,30,Missense,52
8635,30,Insertion,0
8635,30,Deletion,29
8635,30,Stop gain/loss,7
8635,30,DBS,3
8635,30,Splice,2
8636,30,Missense,30
8636,30,Insertion,0
8636,30,Deletion,1
8636,30,Stop gain/loss,1
8636,30,DBS,0
8636,30,Splice,2
8637,30,Missense,34
8637,30,Insertion,1
8637,30,Deletion,3
8637,30,Stop gain/loss,3
8637,30,DBS,1
8637,30,Splice,2
8638,30,Missense,42
8638,30,Insertion,1
8638,30,Deletion,1
8638,30,Stop gain/loss,6
8638,30,DBS,0
8638,30,Splice,0
8639,30,Missense,26
8639,30,Insertion,0
8639,30,Deletion,1
8639,30,Stop gain/loss,3
8639,30,DBS,2
8639,30,Splice,3
8640,30,Missense,33
8640,30,Insertion,0
8640,30,Deletion,0
8640,30,Stop gain/loss,3
8640,30,DBS,0
8640,30,Splice,2
8641,30,Missense,37
8641,30,Insertion,1
8641,30,Deletion,2
8641,30,Stop gain/loss,4
8641,30,DBS,1
8641,30,Splice,4
8642,30,Missense,29
8642,30,Insertion,0
8642,30,Deletion,0
8642,30,Stop gain/loss,2
8642,30,DBS,2
8642,30,Splice,3
8643,30,Missense,32
8643,30,Insertion,0
8643,30,Deletion,0
8643,30,Stop gain/loss,0
8643,30,DBS,0
8643,30,Splice,1
8644,30,Missense,39
8644,30,Insertion,0
8644,30,Deletion,3
8644,30,Stop gain/loss,4
8644,30,DBS,0
8644,30,Splice,0
8645,30,Missense,40
8645,30,Insertion,0
8645,30,Deletion,9
8645,30,Stop gain/loss,4
8645,30,DBS,2
8645,30,Splice,2
8646,30,Missense,32
8646,30,Insertion,0
8646,30,Deletion,1
8646,30,Stop gain/loss,5
8646,30,DBS,1
8646,30,Splice,1
8647,30,Missense,35
8647,30,Insertion,0
8647,30,Deletion,5
8647,30,Stop gain/loss,4
8647,30,DBS,0
8647,30,Splice,0
8648,30,Missense,41
8648,30,Insertion,0
8648,30,Deletion,3
8648,30,Stop gain/loss,6
8648,30,DBS,0
8648,30,Splice,1
8649,30,Missense,29
8649,30,Insertion,0
8649,30,Deletion,5
8649,30,Stop gain/loss,5
8649,30,DBS,1
8649,30,Splice,2
8650,30,Missense,34
8650,30,Insertion,1
8650,30,Deletion,1
8650,30,Stop gain/loss,1
8650,30,DBS,0
8650,30,Splice,4
8651,30,Missense,33
8651,30,Insertion,3
8651,30,Deletion,2
8651,30,Stop gain/loss,3
8651,30,DBS,0
8651,30,Splice,0
8652,30,Missense,43
8652,30,Insertion,0
8652,30,Deletion,4
8652,30,Stop gain/loss,1
8652,30,DBS,2
8652,30,Splice,2
8653,30,Missense,27
8653,30,Insertion,0
8653,30,Deletion,13
8653,30,Stop gain/loss,3
8653,30,DBS,1
8653,30,Splice,0
8654,30,Missense,48
8654,30,Insertion,2
8654,30,Deletion,6
8654,30,Stop gain/loss,4
8654,30,DBS,1
8654,30,Splice,0
8655,30,Missense,52
8655,30,Insertion,1
8655,30,Deletion,2
8655,30,Stop gain/loss,6
8655,30,DBS,7
8655,30,Splice,6
8656,30,Missense,45
8656,30,Insertion,1
8656,30,Deletion,24
8656,30,Stop gain/loss,4
8656,30,DBS,0
8656,30,Splice,0
8657,30,Missense,38
8657,30,Insertion,1
8657,30,Deletion,2
8657,30,Stop gain/loss,3
8657,30,DBS,1
8657,30,Splice,1
8658,30,Missense,38
8658,30,Insertion,0
8658,30,Deletion,1
8658,30,Stop gain/loss,3
8658,30,DBS,1
8658,30,Splice,1
8659,30,Missense,52
8659,30,Insertion,1
8659,30,Deletion,27
8659,30,Stop gain/loss,1
8659,30,DBS,1
8659,30,Splice,1
8660,30,Missense,47
8660,30,Insertion,0
8660,30,Deletion,1
8660,30,Stop gain/loss,2
8660,30,DBS,2
8660,30,Splice,4
8661,30,Missense,30
8661,30,Insertion,1
8661,30,Deletion,7
8661,30,Stop gain/loss,5
8661,30,DBS,5
8661,30,Splice,1
8662,30,Missense,34
8662,30,Insertion,2
8662,30,Deletion,3
8662,30,Stop gain/loss,4
8662,30,DBS,1
8662,30,Splice,3
8663,30,Missense,33
8663,30,Insertion,0
8663,30,Deletion,2
8663,30,Stop gain/loss,5
8663,30,DBS,0
8663,30,Splice,0
8664,30,Missense,43
8664,30,Insertion,0
8664,30,Deletion,0
8664,30,Stop gain/loss,2
8664,30,DBS,1
8664,30,Splice,1
8665,30,Missense,32
8665,30,Insertion,0
8665,30,Deletion,1
8665,30,Stop gain/loss,2
8665,30,DBS,1
8665,30,Splice,1
8666,30,Missense,39
8666,30,Insertion,0
8666,30,Deletion,1
8666,30,Stop gain/loss,2
8666,30,DBS,3
8666,30,Splice,2
8667,30,Missense,51
8667,30,Insertion,1
8667,30,Deletion,6
8667,30,Stop gain/loss,10
8667,30,DBS,4
8667,30,Splice,7
8668,30,Missense,38
8668,30,Insertion,0
8668,30,Deletion,0
8668,30,Stop gain/loss,1
8668,30,DBS,1
8668,30,Splice,1
8669,30,Missense,35
8669,30,Insertion,0
8669,30,Deletion,3
8669,30,Stop gain/loss,5
8669,30,DBS,0
8669,30,Splice,1
8670,30,Missense,56
8670,30,Insertion,0
8670,30,Deletion,4
8670,30,Stop gain/loss,3
8670,30,DBS,0
8670,30,Splice,2
8671,30,Missense,44
8671,30,Insertion,3
8671,30,Deletion,8
8671,30,Stop gain/loss,6
8671,30,DBS,0
8671,30,Splice,3
8672,30,Missense,29
8672,30,Insertion,0
8672,30,Deletion,2
8672,30,Stop gain/loss,5
8672,30,DBS,1
8672,30,Splice,1
8673,30,Missense,34
8673,30,Insertion,0
8673,30,Deletion,3
8673,30,Stop gain/loss,2
8673,30,DBS,3
8673,30,Splice,4
8674,30,Missense,35
8674,30,Insertion,2
8674,30,Deletion,14
8674,30,Stop gain/loss,3
8674,30,DBS,0
8674,30,Splice,3
8675,30,Missense,36
8675,30,Insertion,0
8675,30,Deletion,4
8675,30,Stop gain/loss,3
8675,30,DBS,2
8675,30,Splice,2
8676,30,Missense,38
8676,30,Insertion,0
8676,30,Deletion,1
8676,30,Stop gain/loss,0
8676,30,DBS,0
8676,30,Splice,2
8677,30,Missense,48
8677,30,Insertion,0
8677,30,Deletion,44
8677,30,Stop gain/loss,6
8677,30,DBS,2
8677,30,Splice,5
8678,30,Missense,41
8678,30,Insertion,0
8678,30,Deletion,0
8678,30,Stop gain/loss,5
8678,30,DBS,0
8678,30,Splice,3
8679,30,Missense,29
8679,30,Insertion,0
8679,30,Deletion,3
8679,30,Stop gain/loss,4
8679,30,DBS,0
8679,30,Splice,0
8680,30,Missense,30
8680,30,Insertion,3
8680,30,Deletion,1
8680,30,Stop gain/loss,4
8680,30,DBS,0
8680,30,Splice,0
8681,30,Missense,31
8681,30,Insertion,1
8681,30,Deletion,27
8681,30,Stop gain/loss,4
8681,30,DBS,0
8681,30,Splice,1
8682,30,Missense,32
8682,30,Insertion,0
8682,30,Deletion,2
8682,30,Stop gain/loss,4
8682,30,DBS,0
8682,30,Splice,2
8683,30,Missense,35
8683,30,Insertion,0
8683,30,Deletion,0
8683,30,Stop gain/loss,5
8683,30,DBS,1
8683,30,Splice,1
8684,30,Missense,29
8684,30,Insertion,0
8684,30,Deletion,1
8684,30,Stop gain/loss,4
8684,30,DBS,0
8684,30,Splice,3
8685,30,Missense,51
8685,30,Insertion,0
8685,30,Deletion,29
8685,30,Stop gain/loss,7
8685,30,DBS,3
8685,30,Splice,3
8686,30,Missense,34
8686,30,Insertion,1
8686,30,Deletion,29
8686,30,Stop gain/loss,4
8686,30,DBS,0
8686,30,Splice,1
8687,30,Missense,26
8687,30,Insertion,0
8687,30,Deletion,0
8687,30,Stop gain/loss,5
8687,30,DBS,0
8687,30,Splice,3
8688,30,Missense,40
8688,30,Insertion,0
8688,30,Deletion,6
8688,30,Stop gain/loss,5
8688,30,DBS,1
8688,30,Splice,0
8689,30,Missense,41
8689,30,Insertion,0
8689,30,Deletion,1
8689,30,Stop gain/loss,4
8689,30,DBS,0
8689,30,Splice,2
8690,30,Missense,56
8690,30,Insertion,1
8690,30,Deletion,7
8690,30,Stop gain/loss,4
8690,30,DBS,0
8690,30,Splice,2
8691,30,Missense,37
8691,30,Insertion,0
8691,30,Deletion,1
8691,30,Stop gain/loss,3
8691,30,DBS,0
8691,30,Splice,0
8692,30,Missense,41
8692,30,Insertion,0
8692,30,Deletion,1
8692,30,Stop gain/loss,2
8692,30,DBS,0
8692,30,Splice,2
8693,30,Missense,48
8693,30,Insertion,0
8693,30,Deletion,0
8693,30,Stop gain/loss,2
8693,30,DBS,0
8693,30,Splice,2
8694,30,Missense,26
8694,30,Insertion,0
8694,30,Deletion,1
8694,30,Stop gain/loss,7
8694,30,DBS,3
8694,30,Splice,0
8695,30,Missense,37
8695,30,Insertion,0
8695,30,Deletion,1
8695,30,Stop gain/loss,4
8695,30,DBS,0
8695,30,Splice,1
8696,30,Missense,34
8696,30,Insertion,0
8696,30,Deletion,1
8696,30,Stop gain/loss,2
8696,30,DBS,0
8696,30,Splice,2
8697,30,Missense,34
8697,30,Insertion,0
8697,30,Deletion,0
8697,30,Stop gain/loss,6
8697,30,DBS,0
8697,30,Splice,4
8698,30,Missense,29
8698,30,Insertion,0
8698,30,Deletion,0
8698,30,Stop gain/loss,4
8698,30,DBS,1
8698,30,Splice,0
8699,30,Missense,41
8699,30,Insertion,1
8699,30,Deletion,5
8699,30,Stop gain/loss,10
8699,30,DBS,2
8699,30,Splice,0
8700,30,Missense,34
8700,30,Insertion,0
8700,30,Deletion,17
8700,30,Stop gain/loss,3
8700,30,DBS,2
8700,30,Splice,2
8701,30,Missense,37
8701,30,Insertion,0
8701,30,Deletion,10
8701,30,Stop gain/loss,2
8701,30,DBS,0
8701,30,Splice,1
8702,30,Missense,47
8702,30,Insertion,0
8702,30,Deletion,3
8702,30,Stop gain/loss,7
8702,30,DBS,6
8702,30,Splice,1
8703,30,Missense,46
8703,30,Insertion,2
8703,30,Deletion,0
8703,30,Stop gain/loss,5
8703,30,DBS,0
8703,30,Splice,1
8704,30,Missense,42
8704,30,Insertion,1
8704,30,Deletion,2
8704,30,Stop gain/loss,3
8704,30,DBS,1
8704,30,Splice,6
8705,30,Missense,31
8705,30,Insertion,0
8705,30,Deletion,1
8705,30,Stop gain/loss,4
8705,30,DBS,0
8705,30,Splice,1
8706,30,Missense,46
8706,30,Insertion,2
8706,30,Deletion,2
8706,30,Stop gain/loss,7
8706,30,DBS,0
8706,30,Splice,2
8707,30,Missense,36
8707,30,Insertion,0
8707,30,Deletion,3
8707,30,Stop gain/loss,3
8707,30,DBS,0
8707,30,Splice,0
8708,30,Missense,36
8708,30,Insertion,0
8708,30,Deletion,0
8708,30,Stop gain/loss,3
8708,30,DBS,1
8708,30,Splice,4
8709,30,Missense,52
8709,30,Insertion,2
8709,30,Deletion,3
8709,30,Stop gain/loss,1
8709,30,DBS,2
8709,30,Splice,0
8710,30,Missense,30
